chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,start,end
0.50887674,0.11766634,0.050368227,0.006216432,1785.0758893417924,898479.8223138979,2594.0771844553237,1395781.4128722993,3698.636968085106,4759829.892892004,0.028756648936170214,0.0001674077261514176,6.708121e-07,0.0075122598,9.821491e-06,0.0005299197,[119.68085106],-429.4143,7178.8696,123.08819,2909.4075,16.26096,793.58685,4.4973617,217.86714,11.258991,541.2156,1.3453561,84.12797,2.4019806,262.274,2.5336676,125.41374,-5.0968685,264.03897,-6.9173493,204.77742,-4.3091807,150.74246,-5.7339454,114.229836,-4.8822737,60.533016,1.542963,36.253063,-0.0129074,63.796158,-2.3834882,57.24215,3.6661334,37.08087,2.6299567,28.762201,-1.9013332,21.315302,0.44851637,27.67732,3.wav,0.0,1.0
